"STATION","NAME","DATE","PRCP"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-02-25",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-02-26",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-02-27",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-02-28",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-03-01",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-03-02",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-03-03",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-03-04",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-03-05",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-03-06",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-03-07",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-03-08",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-03-09",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-03-10",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-03-11",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-03-12",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-03-13",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-03-14",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-03-15",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-03-16",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-03-17",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-03-18",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-03-19",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-03-20",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-03-21",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-03-22",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-03-23",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-03-24",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-03-25",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-03-26",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-03-27",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-03-28",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-03-29",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-03-30",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-03-31",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-04-01",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-04-02",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-04-03",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-04-04",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-04-05",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-04-06",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-04-07",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-04-08",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-04-09",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-04-10",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-04-11","0.43"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-04-12","1.02"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-04-13","0.63"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-04-14","1.30"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-04-15","0.51"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-04-16","0.00"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-04-17",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-04-18",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-04-19",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-04-20",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-04-21",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-04-22",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-04-23",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-04-24",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-04-25",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-04-26",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-04-27",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-04-28",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-04-29",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-04-30",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-05-01",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-05-02",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-05-03",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-05-04",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-05-05",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-05-06",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-05-07","0.01"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-05-08","0.00"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-05-09",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-05-10",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-05-11",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-05-12",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-05-13",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-05-14",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-05-15",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-05-16",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-05-17",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-05-18",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-05-19",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-05-20","0.00"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-05-21",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-05-22","0.08"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-05-23","0.00"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-05-24",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-05-25",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-05-26",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-05-27","0.01"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-05-28","0.00"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-05-29","0.12"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-05-30","0.00"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-05-31","0.00"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-06-01",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-06-02",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-06-03","0.20"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-06-04","0.00"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-06-05","0.39"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-06-06","0.00"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-06-07",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-06-08",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-06-09",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-06-10",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-06-11",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-06-12","0.00"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-06-13",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-06-14",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-06-15","0.00"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-06-16","0.00"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-06-17",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-06-18",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-06-19",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-06-20",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-06-21",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-06-22","0.01"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-06-23","0.12"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-06-24","0.00"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-06-25",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-06-26",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-06-27","0.08"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-06-28","0.00"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-06-29","0.00"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-06-30","0.04"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-07-01","0.51"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-07-02","0.04"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-07-03","0.04"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-07-04","0.20"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-07-05","0.08"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-07-06","0.00"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-07-07",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-07-08","0.00"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-07-09","0.04"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-07-10","0.00"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-07-11","0.02"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-07-12","0.00"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-07-13","0.31"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-07-14","1.10"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-07-15","0.00"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-07-16","0.35"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-07-17","1.26"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-07-18","0.00"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-07-19",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-07-20",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-07-21",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-07-22","0.08"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-07-23","0.00"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-07-24",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-07-25","1.06"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-07-26","0.00"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-07-27","0.00"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-07-28",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-07-29","1.89"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-07-30","0.00"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-07-31",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-08-01",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-08-02",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-08-03","0.00"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-08-04",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-08-05",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-08-06","0.04"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-08-07","0.00"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-08-08",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-08-09",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-08-10",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-08-11","0.35"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-08-12","0.02"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-08-13","0.00"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-08-14",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-08-15",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-08-16",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-08-17",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-08-18","0.00"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-08-19","0.02"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-08-20","0.00"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-08-21",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-08-22",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-08-23",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-08-24","0.39"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-08-25","0.03"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-08-26","0.24"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-08-27","0.00"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-08-28",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-08-29",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-08-30",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-08-31",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-09-01",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-09-02",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-09-03",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-09-04",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-09-05",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-09-06",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-09-07","0.01"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-09-08","0.00"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-09-09",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-09-10",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-09-11","3.68"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-09-12","0.00"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-09-13",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-09-14","0.08"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-09-15","0.04"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-09-16","0.00"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-09-17",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-09-18","0.03"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-09-19","0.00"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-09-20","0.24"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-09-21","0.00"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-09-22",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-09-23",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-09-24",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-09-25","0.00"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-09-26","0.12"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-09-27","0.39"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-09-28","0.35"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-09-29","0.04"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-09-30","0.67"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-10-01","0.00"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-10-02","0.35"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-10-03","0.00"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-10-04","0.03"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-10-05","1.38"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-10-06","6.69"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-10-07","0.47"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-10-08","0.01"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-10-09","0.16"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-10-10","0.00"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-10-11",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-10-12",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-10-13","0.04"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-10-14","0.00"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-10-15","1.48"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-10-16","2.24"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-10-17","0.00"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-10-18","0.04"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-10-19","0.00"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-10-20",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-10-21",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-10-22",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-10-23","0.08"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-10-24","0.00"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-10-25","1.89"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-10-26","0.12"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-10-27","0.55"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-10-28","0.00"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-10-29",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-10-30",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-10-31",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-11-01",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-11-02","0.55"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-11-03","0.12"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-11-04","0.12"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-11-05","0.91"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-11-06","0.43"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-11-07","0.31"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-11-08","0.87"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-11-09","2.44"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-11-10","0.20"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-11-11","0.00"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-11-12",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-11-13",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-11-14",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-11-15",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-11-16",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-11-17",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-11-18","0.91"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-11-19","0.08"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-11-20","0.00"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-11-21","0.20"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-11-22","1.89"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-11-23","0.24"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-11-24","0.00"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-11-25",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-11-26","0.01"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-11-27","0.28"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-11-28","0.00"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-11-29",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-11-30","0.02"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-12-01","0.12"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-12-02","0.59"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-12-03","0.00"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-12-04",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-12-05",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-12-06",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-12-07",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-12-08",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-12-09",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-12-10",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-12-11",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-12-12",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-12-13",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-12-14",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-12-15",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-12-16",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-12-17",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-12-18",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-12-19","0.08"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-12-20","0.02"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-12-21","3.82"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-12-22","2.09"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-12-23","1.89"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-12-24","0.43"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-12-25","0.28"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-12-26","0.28"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-12-27","0.00"
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-12-28",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-12-29",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-12-30",
"IN020040900","MADRAS MINAMBAKKAM, IN","2001-12-31",
"IN020040900","MADRAS MINAMBAKKAM, IN","2002-01-01",
"IN020040900","MADRAS MINAMBAKKAM, IN","2002-01-02",
"IN020040900","MADRAS MINAMBAKKAM, IN","2002-01-03","0.00"
"IN020040900","MADRAS MINAMBAKKAM, IN","2002-01-04",
"IN020040900","MADRAS MINAMBAKKAM, IN","2002-01-05","0.00"
"IN020040900","MADRAS MINAMBAKKAM, IN","2002-01-06","0.31"
"IN020040900","MADRAS MINAMBAKKAM, IN","2002-01-07","1.38"
"IN020040900","MADRAS MINAMBAKKAM, IN","2002-01-08","0.63"
"IN020040900","MADRAS MINAMBAKKAM, IN","2002-01-09","0.71"
"IN020040900","MADRAS MINAMBAKKAM, IN","2002-01-10","0.43"
"IN020040900","MADRAS MINAMBAKKAM, IN","2002-01-11","0.02"
"IN020040900","MADRAS MINAMBAKKAM, IN","2002-01-12","0.00"
"IN020040900","MADRAS MINAMBAKKAM, IN","2002-01-13",
"IN020040900","MADRAS MINAMBAKKAM, IN","2002-01-14",
"IN020040900","MADRAS MINAMBAKKAM, IN","2002-01-15",
"IN020040900","MADRAS MINAMBAKKAM, IN","2002-01-16",
"IN020040900","MADRAS MINAMBAKKAM, IN","2002-01-17",
"IN020040900","MADRAS MINAMBAKKAM, IN","2002-01-18",
"IN020040900","MADRAS MINAMBAKKAM, IN","2002-01-19",
"IN020040900","MADRAS MINAMBAKKAM, IN","2002-01-20","0.02"
"IN020040900","MADRAS MINAMBAKKAM, IN","2002-01-21","0.08"
"IN020040900","MADRAS MINAMBAKKAM, IN","2002-01-22","0.00"
"IN020040900","MADRAS MINAMBAKKAM, IN","2002-01-23",
"IN020040900","MADRAS MINAMBAKKAM, IN","2002-01-24",
"IN020040900","MADRAS MINAMBAKKAM, IN","2002-01-25",
"IN020040900","MADRAS MINAMBAKKAM, IN","2002-01-26",
"IN020040900","MADRAS MINAMBAKKAM, IN","2002-01-27",
