STATION,NAME,DATE,PRCP,MONTH,YEAR
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-04-24,0.0,4,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-04-25,0.0,4,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-04-26,0.0,4,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-04-27,0.0,4,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-04-28,0.0,4,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-04-29,0.0,4,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-04-30,0.0,4,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-05-01,0.0,5,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-05-02,0.0,5,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-05-04,0.0,5,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-05-05,0.0,5,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-05-06,0.0,5,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-05-07,0.0,5,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-05-09,0.0,5,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-05-10,0.0,5,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-05-11,0.0,5,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-05-12,0.0,5,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-05-13,0.0,5,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-05-14,0.0,5,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-05-15,0.0,5,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-05-16,0.0,5,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-05-17,0.0,5,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-05-18,0.0,5,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-05-19,0.0,5,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-05-20,0.0,5,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-05-23,0.0,5,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-05-25,0.0,5,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-05-26,2.13,5,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-05-27,0.02,5,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-05-28,0.0,5,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-05-29,0.0,5,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-05-30,0.0,5,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-05-31,0.0,5,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-06-01,0.0,6,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-06-02,0.0,6,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-06-03,0.0,6,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-06-05,0.0,6,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-06-06,0.0,6,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-06-07,0.0,6,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-06-09,0.02,6,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-06-10,1.68,6,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-06-11,0.0,6,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-06-12,0.0,6,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-06-13,0.0,6,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-06-14,0.0,6,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-06-15,0.0,6,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-06-19,0.0,6,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-06-20,0.09,6,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-06-21,0.0,6,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-06-22,0.0,6,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-06-26,0.02,6,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-06-27,0.01,6,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-06-28,0.01,6,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-06-29,0.0,6,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-07-03,0.04,7,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-07-04,0.0,7,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-07-05,0.95,7,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-07-06,0.22,7,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-07-07,0.01,7,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-07-08,0.0,7,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-07-09,0.0,7,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-07-10,0.0,7,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-07-11,0.0,7,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-07-12,0.0,7,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-07-13,0.0,7,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-07-16,0.0,7,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-07-17,0.0,7,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-07-18,0.0,7,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-07-21,0.0,7,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-07-24,0.0,7,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-07-25,0.0,7,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-07-26,0.61,7,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-07-27,0.02,7,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-07-28,0.0,7,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-07-30,0.0,7,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-07-31,0.0,7,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-08-02,0.02,8,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-08-03,0.01,8,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-08-04,0.13,8,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-08-05,0.12,8,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-08-07,0.0,8,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-08-08,0.0,8,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-08-09,0.0,8,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-08-10,0.0,8,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-08-11,0.36,8,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-08-12,1.27,8,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-08-13,0.15,8,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-08-14,0.0,8,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-08-15,0.01,8,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-08-16,0.0,8,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-08-17,1.11,8,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-08-18,0.0,8,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-08-19,0.0,8,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-08-20,0.0,8,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-08-22,0.76,8,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-08-23,1.09,8,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-08-24,0.01,8,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-08-25,0.7,8,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-08-26,0.36,8,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-08-27,0.09,8,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-08-28,0.01,8,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-08-29,0.0,8,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-08-30,0.0,8,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-09-01,0.0,9,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-09-02,0.0,9,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-09-03,0.0,9,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-09-04,0.0,9,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-09-05,0.0,9,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-09-07,0.13,9,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-09-08,0.0,9,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-09-09,0.0,9,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-09-10,0.0,9,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-09-11,0.0,9,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-09-13,0.0,9,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-09-14,1.06,9,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-09-15,0.0,9,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-09-16,0.0,9,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-09-17,0.0,9,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-09-18,0.0,9,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-09-19,0.0,9,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-09-20,0.0,9,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-09-21,0.0,9,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-09-23,0.01,9,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-09-24,0.0,9,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-09-25,0.01,9,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-09-26,0.0,9,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-09-27,0.0,9,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-09-28,0.0,9,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-09-29,0.0,9,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-10-05,0.44,10,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-10-06,0.0,10,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-10-08,0.0,10,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-10-09,0.0,10,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-10-10,0.0,10,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-10-11,0.0,10,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-10-12,0.0,10,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-10-13,0.0,10,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-10-15,0.0,10,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-10-18,0.85,10,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-10-19,0.6,10,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-10-20,0.02,10,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-10-21,0.0,10,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-10-22,0.01,10,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-10-23,0.0,10,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-10-27,0.38,10,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-10-28,0.76,10,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-10-29,0.09,10,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-10-30,1.97,10,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-10-31,8.76,10,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-11-01,1.19,11,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-11-02,0.54,11,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-11-03,0.2,11,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-11-04,0.6,11,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-11-05,4.72,11,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-11-06,1.39,11,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-11-07,0.15,11,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-11-08,0.02,11,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-11-09,0.18,11,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-11-10,3.72,11,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-11-11,0.11,11,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-11-12,2.39,11,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-11-13,0.08,11,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-11-14,0.0,11,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-11-15,0.0,11,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-11-16,0.0,11,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-11-17,0.0,11,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-11-18,0.16,11,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-11-19,0.01,11,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-11-20,0.06,11,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-11-21,0.04,11,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-11-22,1.25,11,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-11-23,0.0,11,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-11-24,1.04,11,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-11-25,0.72,11,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-11-26,0.61,11,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-11-27,0.0,11,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-11-28,0.0,11,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-11-29,0.0,11,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-11-30,0.0,11,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-12-01,0.0,12,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-12-02,0.0,12,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-12-03,0.0,12,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-12-04,0.0,12,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-12-05,0.0,12,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-12-06,0.0,12,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-12-07,0.0,12,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-12-08,0.0,12,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-12-09,0.0,12,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-12-10,0.0,12,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-12-11,0.0,12,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-12-12,0.0,12,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-12-13,0.0,12,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-12-14,0.0,12,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-12-15,0.0,12,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-12-16,0.0,12,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-12-17,0.0,12,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-12-18,0.39,12,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-12-19,0.75,12,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-12-20,1.3,12,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-12-21,6.09,12,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-12-22,0.0,12,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-12-23,0.05,12,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-12-24,0.0,12,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-12-25,0.0,12,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-12-26,0.0,12,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-12-27,0.0,12,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-12-28,0.0,12,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-12-29,0.0,12,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-12-30,0.0,12,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1994-12-31,0.0,12,1994
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-01-01,0.0,1,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-01-02,0.0,1,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-01-03,0.0,1,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-01-04,0.0,1,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-01-05,0.62,1,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-01-06,0.02,1,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-01-07,0.0,1,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-01-08,0.29,1,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-01-09,0.0,1,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-01-10,0.02,1,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-01-11,0.0,1,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-01-12,0.0,1,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-01-13,1.56,1,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-01-14,0.22,1,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-01-15,0.0,1,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-01-16,1.11,1,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-01-17,0.1,1,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-01-18,0.56,1,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-01-19,0.0,1,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-01-20,0.01,1,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-01-21,0.0,1,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-01-22,0.0,1,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-01-23,0.0,1,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-01-24,0.0,1,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-01-25,0.0,1,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-01-26,0.0,1,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-01-28,0.0,1,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-01-29,0.0,1,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-01-30,0.0,1,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-01-31,0.0,1,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-02-01,0.0,2,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-02-02,0.0,2,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-02-03,0.0,2,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-02-04,0.0,2,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-02-05,0.0,2,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-02-06,0.0,2,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-02-07,0.0,2,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-02-08,0.0,2,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-02-09,0.0,2,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-02-10,0.0,2,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-02-11,0.0,2,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-02-12,0.0,2,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-02-13,0.0,2,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-02-14,0.0,2,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-02-15,0.0,2,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-02-16,0.0,2,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-02-17,0.0,2,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-02-18,0.0,2,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-02-19,0.0,2,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-02-20,0.0,2,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-02-21,0.0,2,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-02-22,0.0,2,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-02-23,0.0,2,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-02-24,0.0,2,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-02-25,0.0,2,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-02-26,0.0,2,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-02-27,0.0,2,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-02-28,0.0,2,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-03-01,0.0,3,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-03-02,0.0,3,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-03-03,0.0,3,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-03-04,0.0,3,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-03-05,0.0,3,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-03-06,0.0,3,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-03-07,0.0,3,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-03-08,0.0,3,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-03-09,0.0,3,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-03-11,0.0,3,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-03-12,0.0,3,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-03-13,0.0,3,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-03-14,0.0,3,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-03-15,0.0,3,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-03-16,0.0,3,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-03-17,0.0,3,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-03-18,0.0,3,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-03-19,0.0,3,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-03-20,0.0,3,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-03-21,0.0,3,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-03-22,0.0,3,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-03-23,0.0,3,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-03-24,0.0,3,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-03-25,0.0,3,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-03-27,0.46,3,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-03-28,0.0,3,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-03-30,0.0,3,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-03-31,0.0,3,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-04-01,0.0,4,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-04-02,0.0,4,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-04-03,0.0,4,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-04-04,0.0,4,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-04-05,0.0,4,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-04-06,0.0,4,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-04-07,0.0,4,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-04-08,0.0,4,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-04-09,0.0,4,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-04-10,0.0,4,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-04-11,0.0,4,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-04-12,0.0,4,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-04-13,0.0,4,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-04-14,0.0,4,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-04-16,0.0,4,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-04-17,0.0,4,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-04-18,0.0,4,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-04-19,0.0,4,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-04-20,0.0,4,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-04-21,0.0,4,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-04-22,0.0,4,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-04-23,0.0,4,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-04-24,0.0,4,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-04-25,0.0,4,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-04-26,0.0,4,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-04-27,0.0,4,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-04-28,0.0,4,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-04-29,0.0,4,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-04-30,0.0,4,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-05-01,0.0,5,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-05-02,0.0,5,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-05-03,0.0,5,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-05-05,0.01,5,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-05-06,0.96,5,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-05-07,5.83,5,1995
IN020040900,"MADRAS MINAMBAKKAM, IN",1995-05-08,2.11,5,1995
